Title,Price,Bedrooms,Bathrooms,Square_feet,Dog,Cat,Parking,Smoking,Time_posted,Longitude,Latitude,Area
"$3459 / 2br - 912ft2 - Stylish features, laundry in unit, gated community $1500off (sunnyvale) ",3459.0,2.0,2.0,912.0,Yes,Yes,,no smoking,2020-03-02 16:29:00,-122.044677,37.385378,sby
$1100 / 3br - Room for Rent in cozy home with a great view $1100 (pacifica) ,1100.0,3.0,2.0,,No,No,,smoking ok,2020-02-21 14:58:00,-122.487081,37.654467,pen
$2195 / 1br - 650ft2 - One Month Free + $300 Deposit On Approved Credit! CALL TODAY!! 🐾 (fremont / union city / newark) ,2195.0,1.0,1.0,650.0,Yes,Yes,,no smoking,2020-03-02 16:29:00,-122.054638,37.54076,eby
"$4475 / 2br - 1176ft2 - Spectacular third floor home, granted countertop, vaulted ceilings! (mountain view) ",4475.0,2.0,2.0,1176.0,Yes,Yes,,no smoking,2020-03-02 16:29:00,-122.085794,37.389801,pen
$1999 / 1br - One Bedroom One Bath FOR RENT (fremont / union city / newark) ,1999.0,1.0,1.0,,Yes,Yes,,smoking ok,2020-03-02 16:29:00,-122.053811,37.541436,eby
$2622 / 486ft2 - PERFECT FIT STUDIO JUST FOR YOU! COME SEE US TODAY! (oakland downtown) ,2622.0,0.0,1.0,486.0,Yes,Yes,,no smoking,2020-03-02 16:12:00,-122.2668,37.8085,eby
"$2649 / 1br - 550ft2 - Gorgeous remodeled, homes🏠  with a private in-home 🏠 washer/dryer, (sunnyvale) ",2649.0,1.0,1.0,550.0,Yes,Yes,,no smoking,2020-03-02 16:23:00,-122.061448,37.338851,sby
$4800 / 2br - 1575ft2 - Spacious 2BR/1BA Top Floor Flat (noe valley) ,4800.0,2.0,1.0,1575.0,No,Yes,street parking,no smoking,2020-02-12 12:16:00,-122.426242,37.754984,sfc
"$3330 / 2br - 1088ft2 - Right Around the Corner, Near Everywhere You Want to Be - Emeryville (emeryville) ",3330.0,2.0,2.0,1088.0,Yes,Yes,,no smoking,2020-03-02 16:28:00,-122.2804,37.8365,eby
"$1895 / 1br - 650ft2 - At Last, This Is What You've Been Searching For In San Leandro! (san leandro) ",1895.0,1.0,1.0,650.0,Yes,Yes,,no smoking,2020-02-18 15:27:00,-122.168077,37.721129,eby
"$4950 / 2br - 980ft2 - Pet-friendly dog and cat wash room, Gated underground parking garage (hayes valley) ",4950.0,2.0,2.0,980.0,Yes,Yes,,no smoking,2020-03-02 16:28:00,-122.4167,37.7813,sfc
"$1725 / 2br - 800ft2 - Cats and Dogs Ok, Call for Leasing Details, Remodeled (fairfield / vacaville) ",1725.0,2.0,1.0,800.0,Yes,Yes,,smoking ok,2020-03-02 16:28:00,-122.041254,38.258483,eby
$2803 / 1br - 786ft2 - YOU'RE IN LUCK! THIS ADORABLE DOWNTOWN LOCATION HAS SUNSHINE O PLENTY! (san jose downtown) ,2803.0,1.0,1.0,786.0,Yes,Yes,,no smoking,2020-03-02 16:28:00,-121.894413,37.340351,sby
$4612 / 2br - 1174ft2 - BRIGHT CORNER UNIT W/GOLDEN GATE BRIDGE VIEWS & PATIO ON THE 4TH FLOOR (berkeley) ,4612.0,2.0,2.0,1174.0,Yes,Yes,,no smoking,2020-03-02 16:27:00,-122.29519,37.876263,eby
$2250 HAIGHT ASHBURY - Studio Apartment in Central Location!  A Must See! (cole valley / ashbury hts) ,2250.0,0.0,1.0,,No,No,street parking,no smoking,2020-03-02 16:27:00,-122.446961,37.768866,sfc
$3000 / 4br - 1859ft2 - BRAND NEW! 4bd/3ba luxury home (fairfield / vacaville) ,3000.0,4.0,3.0,1859.0,Yes,Yes,,no smoking,2020-02-27 07:29:00,-121.9538,38.3482,eby
$4900 / 1br - 600ft2 - CHIC NOE HILL (incl utilities ) (noe valley) ,4900.0,1.0,1.0,600.0,Yes,Yes,,no smoking,2020-02-29 15:12:00,-122.432638,37.759423,sfc
$3600 / 3br - 2400ft2 - CHARMING LARGE 3 BED RM (extra living rm can become 4th bedroom (santa rosa) ,3600.0,3.0,2.5,2400.0,Yes,Yes,,no smoking,2020-02-15 08:19:00,-122.76284,38.427659,nby
$3240 / 2br - 915ft2 - 2x1 in Sunny Location!  Call for more info (mountain view) ,3240.0,2.0,1.0,915.0,Yes,Yes,,no smoking,2020-03-02 16:27:00,-122.063295,37.3895,sby
$1700 / 1br - 375ft2 - CUTE IN LAW UNIT IN GREAT NEIGHBORHOOD (santa rosa) ,1700.0,1.0,1.0,375.0,Yes,Yes,street parking,no smoking,2020-02-15 08:18:00,-122.763677,38.427535,nby
$3565 / 2br - 1135ft2 - $1000 off move in Special! 2x2 layout! Single Car Garage Access! (dublin / pleasanton / livermore) ,3565.0,2.0,2.0,1135.0,Yes,Yes,,no smoking,2020-03-02 16:27:00,-121.8755,37.6658,eby
$3600 / 3br - 1800ft2 - Large Clean Family Home (santa rosa) ,3600.0,3.0,2.0,1800.0,Yes,Yes,,no smoking,2020-02-15 08:18:00,-122.7339,38.4089,nby
$2900 / 2br - BEATIFUL-STYLISH 2BR and 1BA appartment and BACKYARD (inner sunset / UCSF) ,2900.0,2.0,1.0,,No,No,,smoking ok,2020-03-02 16:26:00,-122.4863,37.7441,sfc
$1850 / 1br - 350ft2 - FURNISHED LIGHT FILLED IN LAW IN GREAT LOCATION (santa rosa) ,1850.0,1.0,1.0,350.0,Yes,Yes,street parking,no smoking,2020-02-15 08:18:00,-122.762479,38.423769,nby
"$3590 / 1br - 750ft2 - Furnished Mod Mountain View 1BR w/ Pool, Gym, nr. FB & Apple (295) (Mountain View) ",3590.0,1.0,1.0,750.0,Yes,Yes,street parking,no smoking,2020-03-02 16:27:00,-122.088,37.3855,sfc
$3600 / 3br - 2400ft2 - LARGE MODERN 3 OVER SIZED BEDROOM HOME (santa rosa) ,3600.0,3.0,2.5,2400.0,Yes,Yes,,no smoking,2020-02-15 08:18:00,-122.762479,38.423769,nby
"$3195 / 3br - 1300ft2 - Greenbrook Corner Location Updated With Large Backyard, W&D, Gardener (danville / san ramon) ",3195.0,3.0,2.0,1300.0,Yes,Yes,,smoking ok,2020-03-02 16:26:00,-121.981412,37.792444,eby
$2748 / 1br - 1ba Loft in Emeryville | Ready for Immediate Move in! (emeryville) ,2748.0,1.0,1.0,,Yes,Yes,street parking,no smoking,2020-02-15 11:50:00,-122.275833,37.836583,eby
"$3195 / 1br - 750ft2 - #G~Comfort and Convenience, Guest Parking, Poolside Cabana (foster city) ",3195.0,1.0,1.0,750.0,Yes,Yes,,smoking ok,2020-03-02 16:26:00,-122.270141,37.565141,pen
$3800 / 3br - 2400ft2 - DELUXE LARGE 3 BEDROOM HOME IN GREAT LOCATION (santa rosa) ,3800.0,3.0,2.5,2400.0,Yes,Yes,,smoking ok,2020-02-03 19:48:00,-122.772594,38.457269,nby
"$6001 / 1br - 1182ft2 - Fitness Center, Business Lounge, Dog Run (downtown / civic / van ness) ",6001.0,1.0,1.0,1182.0,No,No,,smoking ok,2020-02-19 13:01:00,-122.417341,37.776414,sfc
$2700 / 2br - 1000ft2 - 2 bed Edwardian Flat (oakland lake merritt / grand) ,2700.0,2.0,1.0,1000.0,No,No,no parking,no smoking,2020-03-02 16:26:00,-122.254788,37.810268,eby
$2649 / 1br - SPECTACULAR BAY VIEWS (corte madera) ,2649.0,1.0,1.0,,Yes,Yes,,no smoking,2020-03-02 16:26:00,-122.512593,37.920835,nby
$1630 / 1br - Modern Renovated 1 Bedroom 1 Bathroom On 9th Kirkham Blocks from UCSF (inner sunset / UCSF) ,1630.0,1.0,1.0,,No,No,street parking,no smoking,2020-02-25 17:57:00,-122.46605,37.760312,sfc
$2995 / 1br - TOP FLOOR Renovated 1 Bed w/ Enclosed Living RM! Ready 4/1. CALL NOW (nob hill) ,2995.0,1.0,1.0,,No,No,street parking,no smoking,2020-03-02 16:25:00,-122.412841,37.79615,sfc
"$3000 / 3br - 1361ft2 - Hillside home sweet home in El Sobrante, the Bay's best kept secret (hercules, pinole, san pablo, el sob) ",3000.0,3.0,2.0,1361.0,Yes,Yes,street parking,smoking ok,2020-03-02 16:25:00,-122.2901,37.9693,eby
$2997 / 1br - 1 Bedroom 1 Bath With Extended Balcony $2997 (san jose north) ,2997.0,1.0,1.0,,Yes,Yes,,no smoking,2020-03-02 16:10:00,-121.880766,37.36784,sby
$3312 / 2br - 920ft2 - Are You Sure You Don't Want $1000 Off First Months Rent? (cupertino) ,3312.0,2.0,1.0,920.0,Yes,Yes,,no smoking,2020-03-02 16:25:00,-122.030571,37.337541,sby
$1895 Happy Hour and Chill – Polk Street Right Outside Your Window (downtown / civic / van ness) ,1895.0,0.0,1.0,,Yes,Yes,no parking,no smoking,2020-03-02 16:25:00,-122.418492,37.78605,sfc
$4500 / 2br - 1188ft2 - Large two bedroom with remodeled kitchen/bathrooms (cole valley / ashbury hts) ,4500.0,2.0,2.0,1188.0,Yes,Yes,,no smoking,2020-03-02 16:25:00,-122.445545,37.767323,sfc
"$2195 / 1br - 1 bedroom, 1 bathroom apartment in Mountain View! ""BT Properties"" (mountain view) ",2195.0,1.0,1.0,,No,No,,no smoking,2020-03-02 16:24:00,-122.092104,37.395728,pen
$1750 / 2br - 750ft2 - Spacious 2 bed /1 bath apartment - very convenient location! (fremont / union city / newark) ,1750.0,2.0,1.0,750.0,No,No,,no smoking,2020-02-17 23:41:00,-122.020084,37.550122,eby
$1950 / 2br - 750ft2 - Completely remodeled & spacious 2 bd /1 ba apartment - great location! (fremont / union city / newark) ,1950.0,2.0,1.0,750.0,No,No,,no smoking,2020-02-27 08:42:00,-122.020084,37.550122,eby
$3056 / 1br - 712ft2 - WEEKENDS ARE BETTER ON THE WATER AT SHADOW COVE!! (foster city) ,3056.0,1.0,1.0,712.0,No,No,,smoking ok,2020-03-02 16:24:00,-122.25676,37.554836,pen
$4086 / 2br - 1254ft2 - Discover Exceptional Comfort & Easy Living! Lease NOW + 1 Month Free!! (san jose downtown) ,4086.0,2.0,2.0,1254.0,Yes,Yes,,no smoking,2020-03-02 16:24:00,-121.891474,37.353186,sby
$1800 / 1br - 700ft2 - Completely remodeled 1 bed / 1 bath apt in gated community (fremont / union city / newark) ,1800.0,1.0,1.0,700.0,No,No,,no smoking,2020-02-24 13:49:00,-121.987271,37.552236,eby
$2135 / 1br - 633ft2 - Simply breath-taking! Amazing views at IMT Pleasanton (dublin / pleasanton / livermore) ,2135.0,1.0,1.0,633.0,Yes,Yes,,no smoking,2020-03-02 16:24:00,-121.8957,37.6873,eby
"$2200 / 1br - Completely renovated 1BD, Desirable location (redwood city) ",2200.0,1.0,1.0,,No,No,,smoking ok,2020-03-02 16:23:00,-122.223782,37.470641,pen
$1750 Completely remodeled and modern apartment. Great location! (san jose north) ,1750.0,0.0,1.0,,Yes,Yes,street parking,no smoking,2020-02-24 13:49:00,-121.922483,37.344699,sby
$3000 / 1br - 743ft2 - Brand New Apartments Located Across From BART! (walnut creek) ,3000.0,1.0,1.0,743.0,No,No,,smoking ok,2020-02-23 16:01:00,-122.0717,37.9182,eby
$2095 / 1br - 750ft2 - 1br Apartment for rent at Lake Merritt (oakland east) ,2095.0,1.0,1.0,750.0,No,Yes,,no smoking,2020-02-24 22:54:00,-122.246375,37.808936,eby
$2695 / 1br - Classic Pet-Friendly Home (Oakland) ,2695.0,1.0,1.0,,Yes,Yes,,no smoking,2020-03-02 16:23:00,-122.2223,37.8471,sfc
$1995 / 2br - 1080ft2 - VERY SPACIOUS TWO BEDROOM!! (Tracy) ,1995.0,2.0,2.0,1080.0,Yes,Yes,,smoking ok,2020-03-02 16:22:00,-121.351842,37.753173,sby
$4100 / 2br - 1200ft2 - Palo Alto - Professorville fully furnished all inclusive apartment (palo alto) ,4100.0,2.0,1.0,1200.0,No,Yes,street parking,no smoking,2020-03-02 16:22:00,-122.155232,37.443609,pen
$2502 / 1br - 667ft2 - 9 Ft Ceilings Open This One Bedroom One Bathroom Home Up! (walnut creek) ,2502.0,1.0,1.0,667.0,Yes,Yes,,no smoking,2020-03-02 16:22:00,-122.059164,37.907848,eby
"$2735 / 1br - 708ft2 - 1BD 1BA, Gas Stove, Oversized Balcony, One Month Free!** (daly city) ",2735.0,1.0,1.0,708.0,No,No,,smoking ok,2020-03-02 16:22:00,-122.415894,37.707235,pen
$4800 / 3br - 1260ft2 - 3 Bedx2 Bath TOWN HOME Near Downtown Mountain View! (mountain view) ,4800.0,3.0,2.5,1260.0,Yes,Yes,,no smoking,2020-03-02 16:02:00,-122.063295,37.3895,pen
$3711 / 2br - 1097ft2 - Fantastic Living Starts Here! Lease NOW + 1 Month Free!! (san jose downtown) ,3711.0,2.0,2.0,1097.0,Yes,Yes,,no smoking,2020-03-02 16:22:00,-121.891474,37.353186,sby
"$2245 / 1br - 771ft2 - USB Outlet Ports, Vinyl Plank Flooring, Sunken Tubs (dublin / pleasanton / livermore) ",2245.0,1.0,1.0,771.0,No,No,,smoking ok,2020-02-22 17:46:00,-121.911587,37.704357,eby
$2240 / 1br - 633ft2 - Put a smile on your face! You've just found the right place! (dublin / pleasanton / livermore) ,2240.0,1.0,1.0,633.0,Yes,Yes,,no smoking,2020-03-02 16:21:00,-121.8957,37.6873,eby
"$3700 / 1br - 1114ft2 - Roof Deck with Pool, Firepits, & Outdoor TVs, Bike Shop, Pet Spa (fremont / union city / newark) ",3700.0,1.0,1.0,1114.0,No,No,,smoking ok,2020-03-02 16:21:00,-121.9999,37.5605,eby
$2299 / 2br - 1013ft2 - Great End Location! Huge living space! Amazing Master! (santa rosa) ,2299.0,2.0,2.5,1013.0,Yes,Yes,,no smoking,2020-02-24 15:52:00,-122.762669,38.425178,nby
$2695 / 2br - AMAZING 2 BEDROOM 1 1/2 bath**1st month free (novato) ,2695.0,2.0,1.5,,No,No,,smoking ok,2020-03-02 16:21:00,-122.55219,38.06922,nby
$2500 / 2br - 1110ft2 - SPECIALS! SPECIALS! SPECIALS! DON'T MISS OUT ON THIS GREAT DEAL!!! (walnut creek) ,2500.0,2.0,1.5,1110.0,Yes,Yes,street parking,no smoking,2020-03-02 16:21:00,-122.0549,37.9053,eby
$4850 / 3br - 1410ft2 - SPECTACULAR PRICE SPECTACULAR VIEW THREE BEDROOM (menlo park) ,4850.0,3.0,2.0,1410.0,No,No,,no smoking,2020-02-11 13:48:00,-122.199276,37.423539,pen
$4642 / 2br - Private outdoor balconies with sliding glass doors in many units (SOMA / south beach) ,4642.0,2.0,1.0,,No,No,,smoking ok,2020-03-02 16:21:00,-122.3971,37.7621,sfc
$2049 / 1br - 650ft2 - COME BY TODAY - FREE COMCAST & PARKING! FREE RENT! (hayward / castro valley) ,2049.0,1.0,1.0,650.0,Yes,Yes,,smoking ok,2020-03-02 16:09:00,-122.080265,37.66584,eby
$2300 / 2br - OPEN HOUSE Two Bedroom One Bath UP Stairs Part of a 4-plex (Pearl) (san jose south) ,2300.0,2.0,1.0,,Yes,Yes,,smoking ok,2020-03-02 16:21:00,-121.872432,37.280097,sby
$45000 / 4br - 4700ft2 - Potrero Hill 5-Level Home | 4br | 5ba  | 3pkg | 4700sf | pool | gym (potrero hill) ,45000.0,4.0,5.0,4700.0,Yes,Yes,,smoking ok,2020-03-02 16:20:00,-122.3971,37.7621,sfc
$4095 / 2br - 990ft2 - NEW AVAILABILITY TWO BEDROOM ONE 1/4 BATH (menlo park) ,4095.0,2.0,1.5,990.0,No,No,,no smoking,2020-02-19 15:31:00,-122.199276,37.423539,pen
"$3000 / 3br - 1361ft2 - Hillside home sweet home in El Sobrante, the Bay's best kept secret (hercules, pinole, san pablo, el sob) ",3000.0,3.0,2.0,1361.0,Yes,Yes,street parking,smoking ok,2020-03-02 16:20:00,-122.2901,37.9693,eby
"$2350 / 1br - 712ft2 - Captivating 1 bedroom, 1-bathroom Condo in San Jose, CA (san jose north) ",2350.0,1.0,1.0,712.0,No,No,,no smoking,2020-03-02 15:57:00,-121.883721,37.401637,sby
"$1715 / 1br - 738ft2 - STOP LOOKING, START LEASING!!!!!! (1005 E. Atherton Dr) ",1715.0,1.0,1.0,738.0,Yes,Yes,,smoking ok,2020-03-02 16:20:00,-121.2344,37.7808,eby
$2300 / 1br - 700ft2 - Royal Pines Apartment (san mateo) ,2300.0,1.0,1.0,700.0,No,No,,no smoking,2020-02-27 17:03:00,-122.338021,37.570529,pen
$4250 / 2br - 2BR NOB HILL CHARMER!DAWN CUSULOS-CORCORAN (nob hill) ,4250.0,2.0,1.0,,No,No,street parking,no smoking,2020-03-02 16:20:00,-122.418013,37.792771,sfc
$2519 / 2br - 905ft2 - Open House!! 9:30-5:30 Free Wifi+ Basic Cable! (hayward / castro valley) ,2519.0,2.0,1.0,905.0,Yes,Yes,,no smoking,2020-03-02 16:06:00,-122.080265,37.66584,eby
$6000 / 3br - 1500ft2 - Fully Remodeled Sexy Home 3bd | 2ba | office | views (mill valley) ,6000.0,3.0,2.0,1500.0,Yes,Yes,street parking,smoking ok,2020-03-02 16:20:00,-122.52776,37.889079,nby
$2600 / 2br - 1010ft2 - Big 2x2 Top floor unit with garden view (san jose west) ,2600.0,2.0,2.0,1010.0,No,Yes,,no smoking,2020-02-29 13:31:00,-121.952863,37.301338,sby
$4000 Dogpatch | THE MARIPOSA | LUXURY FURNISHED APARTMENTS | Mission Bay (potrero hill) ,4000.0,,,,Yes,Yes,street parking,no smoking,2020-02-24 14:22:00,-122.389852,37.76426,sfc
$10000 / 5br - 4500ft2 - Fabulous and Grand Piedmont Estate 5bd | 4.5ba | remodeled (oakland piedmont / montclair) ,10000.0,5.0,0.0,4500.0,Yes,Yes,,smoking ok,2020-03-02 16:20:00,-122.214589,37.818266,eby
$1300 / 1br - 3800ft2 - $1300 / 700ft Master Bedroom in a 3750 ft new house (pittsburg / antioch) ,1300.0,1.0,1.0,3800.0,No,No,street parking,no smoking,2020-02-29 14:17:00,-121.8089,37.9939,eby
$3400 / 3br - Nice condo in Dimond District (oakland hills / mills) ,3400.0,3.0,1.0,,No,No,street parking,no smoking,2020-03-02 16:20:00,-122.204978,37.802027,eby
$2962 / 2br - 1178ft2 - Renovated and Beautiful Unit Available! (san jose south) ,2962.0,2.0,2.0,1178.0,Yes,Yes,,smoking ok,2020-03-02 16:12:00,-121.80939,37.241474,sby
$3780 / 2br - Main Gate Entrance of UCSC Upperwest (santa cruz) ,3780.0,2.0,1.5,,No,No,,smoking ok,2020-02-18 09:59:00,-122.1198,37.0313,scz
$3780 / 2br - Upper Westside Near UCSC (santa cruz) ,3780.0,2.0,1.5,,No,No,,smoking ok,2020-02-15 15:05:00,-122.050574,36.97265,scz
$45000 / 4br - 4700ft2 - Potrero Hill 5-Level Home | 4br | 5ba  | 3pkg | 4700sf | pool | gym (potrero hill) ,45000.0,4.0,4.0,4700.0,Yes,Yes,,smoking ok,2020-03-02 16:19:00,-122.3971,37.7621,sfc
$3780 / 2br - Santa Cruz Upper West UCSC 房屋出租 (santa cruz) ,3780.0,2.0,1.5,,No,No,,smoking ok,2020-02-08 15:09:00,-122.046124,36.971321,scz
"$2795 Handcrafted Heritage, Efficient Updates (lower nob hill) ",2795.0,0.0,1.0,,Yes,Yes,,no smoking,2020-03-02 16:19:00,-122.409694,37.790045,sfc
$5055 / 2br - 1345ft2 - 1345 sq ft TWO BEDROOM! HUGE WINDOWS! Up to 8 weeks free (sunnyvale) ,5055.0,2.0,2.0,1345.0,Yes,Yes,,no smoking,2020-03-02 16:19:00,-122.0238,37.3764,sby
"$1875 / 2br - 950ft2 - Two bedroom, two bathroom & garage included! (santa rosa) ",1875.0,2.0,2.0,950.0,Yes,Yes,,no smoking,2020-03-02 16:19:00,-122.672296,38.47581,nby
$2505 / 1br - 702ft2 - March Move Into A Beautiful 1-Bedroom! (san jose south) ,2505.0,1.0,1.0,702.0,Yes,Yes,,no smoking,2020-03-02 16:19:00,-121.8306,37.2458,sby
$12500 / 3br - 3999ft2 - Pacific Heights Victorian Condo | 3br | 3ba | prkg | private deck (pacific heights) ,12500.0,3.0,3.0,3999.0,Yes,Yes,,smoking ok,2020-03-02 16:19:00,-122.43866,37.787714,sfc
"$1703 / 1br - 660ft2 - When You VOTE for Creekside Park-YOU Win!  Pet Friendly, too! (santa rosa) ",1703.0,1.0,1.0,660.0,Yes,Yes,,no smoking,2020-03-02 16:19:00,-122.704097,38.445111,nby
$2519 / 2br - 900ft2 - FREE RENT + move in ASAP! Renovated & Cable included (hayward / castro valley) ,2519.0,2.0,1.0,900.0,Yes,Yes,,smoking ok,2020-03-02 16:07:00,-122.080265,37.66584,eby
"$2600 / 1br - 733ft2 - Spacious Top Floor, Large Patio & Storage (sunnyvale) ",2600.0,1.0,1.0,733.0,Yes,Yes,,no smoking,2020-03-02 16:12:00,-122.0349,37.3502,sby
$1995 Apartment    MISSION (mission district) ,1995.0,0.0,1.0,,No,No,no parking,smoking ok,2020-02-21 16:38:00,-122.424774,37.764897,sfc
"$1875 / 2br - 950ft2 - Two bedroom, two bathroom & garage included! (santa rosa) ",1875.0,2.0,2.0,950.0,Yes,Yes,,no smoking,2020-02-19 17:57:00,-122.672296,38.47581,nby
$5195 / 3br - PRIME COW HOLLOW LOCATION! RENOVATED 3 BED/1 BATH FLAT. (marina / cow hollow) ,5195.0,3.0,1.0,,No,No,no parking,no smoking,2020-03-02 16:18:00,-122.439083,37.798172,sfc
$2325 / 1br - 689ft2 - Looking for a 1 Bedroom ? We have one available for you now! (walnut creek) ,2325.0,1.0,1.0,689.0,Yes,Yes,,no smoking,2020-03-02 16:08:00,-122.048973,37.915323,eby
$2575 / 2br - 1030ft2 - RETRO INTERIOR-AFFORDABILITY RIGHT IN THE HEART OF DOWNTOWN! (san jose downtown) ,2575.0,2.0,1.0,1030.0,Yes,Yes,,no smoking,2020-03-02 16:18:00,-121.894413,37.340351,sby
$3500 / 3br - 1140ft2 - Fantastic 3 bedroom 2 bath Home Near Apple Campus (san jose west) ,3500.0,3.0,2.0,1140.0,Yes,Yes,,smoking ok,2020-02-26 13:37:00,-121.967968,37.306427,sby
$4900 THE MARIPOSA | LUXURY FURNISHED TOWNHOUSE | Mission Bay (potrero hill) ,4900.0,0.0,1.0,,Yes,Yes,street parking,no smoking,2020-02-24 14:28:00,-122.389852,37.76426,sfc
$3400 / 3br - 1500ft2 - Sought After Japan Town End Unit Condo (san jose downtown) ,3400.0,3.0,2.0,1500.0,No,No,,no smoking,2020-02-10 13:48:00,-121.894466,37.35464,sby
$2860 / 4br - 1332ft2 - Beautiful Townhouse for Rent (san jose south) ,2860.0,4.0,1.5,1332.0,No,No,,no smoking,2020-03-02 16:17:00,-121.832369,37.290339,sby
$6200 / 3900ft2 - Gorgeous Remodeled Home with  Pool in Almaden's Country Club (san jose south) ,6200.0,,,3900.0,Yes,No,,smoking ok,2020-02-07 22:37:00,-121.864477,37.204432,sby
$3222 / 1br - 772ft2 - Pet-Friendly 1x1 Apartment with a High-Tech Gym and a Yoga Studio ,3222.0,1.0,1.0,772.0,Yes,Yes,,no smoking,2020-03-02 16:17:00,-121.969469,37.323842,sby
$2800 / 2br - 750ft2 - top floor views in Gerstle Park with fireplace and carport (san rafael) ,2800.0,2.0,1.0,750.0,No,No,,no smoking,2020-03-02 16:17:00,-122.535069,37.969212,nby
$2295 / 1br - 700ft2 - Newly renovated 1BD/1BA in Redwood City (redwood city) ,2295.0,1.0,1.0,700.0,No,No,,no smoking,2020-02-13 09:55:00,-122.224733,37.462139,pen
$3950 / 4br - 1795ft2 - Fantastic 4 Bd 2 Bth Single Story Home in Beautiful Almaden! (san jose south) ,3950.0,4.0,2.0,1795.0,No,No,,smoking ok,2020-02-10 13:02:00,-121.872277,37.219351,sby
$2841 / 2br - 1095ft2 - Beautiful Top Floor Unit Available Soon! (san jose south) ,2841.0,2.0,2.0,1095.0,Yes,Yes,,smoking ok,2020-03-02 16:17:00,-121.809422,37.241431,sby
$1595 / 200ft2 - *Studio Apartment in an 1880's Victorian... Great Neighborhood... (alameda) ,1595.0,,,200.0,No,No,street parking,smoking ok,2020-03-02 16:17:00,-122.262511,37.771228,eby
$5600 / 3br - 1400ft2 - Modern Haight Ashbury Penthouse Flat | 3br | 1.5ba | private deck (pacific heights) ,5600.0,3.0,1.5,1400.0,Yes,Yes,street parking,smoking ok,2020-03-02 16:17:00,-122.448231,37.770798,sfc
$2395 Gorgeous Vintage Building on a Cooler-Than-School Block (downtown / civic / van ness) ,2395.0,0.0,1.0,,Yes,Yes,,no smoking,2020-03-02 16:17:00,-122.414437,37.786567,sfc
$3100 / 3br - 1104ft2 - Newly Updated 3 Bedroom 2 Bath Condo with Garage! (san jose south) ,3100.0,3.0,2.0,1104.0,No,No,,smoking ok,2020-02-19 18:25:00,-121.860619,37.264708,sby
"$1800 / 2br - 885ft2 - 24-Hour Availability, Internet Access: High-Speed, Dishwasher (fairfield / vacaville) ",1800.0,2.0,1.0,885.0,Yes,Yes,street parking,smoking ok,2020-02-10 10:21:00,-122.046816,38.272736,eby
"$3300 / 2br - 946ft2 - Fitness Studio w/Classes, Chef-Inspired Kitchens, Business Center (larkspur) ",3300.0,2.0,2.0,946.0,Yes,Yes,,no smoking,2020-03-02 16:17:00,-122.5362,37.9367,nby
$3999 Dogpatch | THE MARIPOSA | LUXURY FURNISHED APARTMENTS | Potrero Hill (potrero hill) ,3999.0,,,,Yes,Yes,street parking,no smoking,2020-02-26 09:14:00,-122.389852,37.76426,sfc
$2536 / 1br - 737ft2 - Renovated 1x1! move in this week!!! (san jose downtown) ,2536.0,1.0,1.0,737.0,Yes,Yes,,no smoking,2020-03-02 16:06:00,-121.892866,37.35254,sby
$2519 / 2br - 905ft2 - MOVE IN NOW - PAY NOTHING FOR FEB! FREE CABLE & INTERNET  WIF PARKING (hayward / castro valley) ,2519.0,2.0,1.0,905.0,Yes,Yes,,no smoking,2020-03-02 16:07:00,-122.080265,37.66584,eby
$2125 / 1br - 738ft2 - Brand New Resort Style 1 Bedroom North of Emeryville (emeryville) ,2125.0,1.0,1.0,738.0,Yes,Yes,,no smoking,2020-03-02 16:17:00,-122.319717,37.964298,eby
$4195 / 2br - Bush & Taylor/Top FL/Pets Ok!$95 Move In Special/Flex Leases! (lower nob hill) ,4195.0,2.0,1.0,,Yes,Yes,street parking,no smoking,2020-03-02 16:16:00,-122.412851,37.789641,sfc
$2350 / 2br - Updated 2BR/1BA Spacious Unit w/ 1 Car Parking on Fairfax Creek (fairfax) ,2350.0,2.0,1.0,,No,No,street parking,no smoking,2020-02-28 10:14:00,-122.599024,37.997522,nby
"$2095 / 1br - 575ft2 - Cool blue pool! Ideal 1BR 1BA apt, NEW countertops **SAVE up to $200** (san jose west) ",2095.0,1.0,1.0,575.0,No,Yes,,smoking ok,2020-02-21 13:11:00,-121.966268,37.306185,sby
$4295 / 1br - 20th Street & Dolores/Pets Ok!$95 Move in Special!Flex Leases! (mission district) ,4295.0,1.0,1.0,,Yes,Yes,street parking,no smoking,2020-03-02 16:16:00,-122.425953,37.758216,sfc
"$2950 / 3br - 1350ft2 - Lovely, immaculate Pinole Valley home w/ private garden (hercules, pinole, san pablo, el sob) ",2950.0,3.0,2.0,1350.0,Yes,Yes,,no smoking,2020-02-11 10:40:00,-122.265494,37.983479,eby
$4995 / 2br - SoMa | CHIC TOWNHOUSE | DESIGN DISTRICT (SOMA / south beach) ,4995.0,2.0,2.5,,Yes,Yes,street parking,smoking ok,2020-02-21 09:30:00,-122.404993,37.774088,sfc
$3395 Divisadero & North Point/$95 Move In Special!Flex Leases!JR 1 BED! (pacific heights) ,3395.0,0.0,1.0,,Yes,Yes,street parking,no smoking,2020-03-02 16:15:00,-122.44334,37.802411,sfc
